trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block
C,16699,high_prior,5,16,projective,Julian is Cuban,18.51355,say,say,julian,0.08,block1
C,34258,low_prior,5,17,projective,Owen lives in New Orleans,18.51355,see,see,owen,0.01,block1
MC,155175,,5,18,projective,Hats are worn on the head,18.51355,MC,MC,hat,0.04,block1
C,13672,low_prior,5,19,projective,Charley lives in Korea,18.51355,announce,announce,charley,0,block1
C,11765,high_prior,5,20,projective,Josh is a 5-year old boy,18.51355,pretend,pretend,josh,0.01,block1
C,11693,low_prior,5,21,projective,Frank is allergic to cats,18.51355,reveal,reveal,frank,0.01,block1
MC,17121,,5,22,projective,Many children like ice cream,18.51355,MC,MC,kids,0.01,block1
C,12277,low_prior,5,23,projective,Mia is a nun,18.51355,be_right,be_right,mia,0.02,block1
C,11223,high_prior,5,24,projective,Grace loves her sister,18.51355,discover,discover,grace,0.05,block1
C,11668,high_prior,5,25,projective,Jayden's car is in the shop,18.51355,suggest,suggest,jayden,0.06,block1
C,8627,high_prior,5,26,projective,Sophia is a hipster,18.51355,prove,prove,sophia,0.01,block1
C,10455,high_prior,5,27,projective,Olivia works the third shift,18.51355,know,know,olivia,0.01,block1
C,12218,high_prior,5,28,projective,Tony really likes to party with his friends,18.51355,admit,admit,tony,0.09,block1
MC,12134,,5,29,projective,Pizza is sold at the pizzeria,18.51355,MC,MC,pizza,0,block1
C,7890,high_prior,5,30,projective,Emma is in law school,18.51355,confirm,confirm,emma,0,block1
MC,25777,,5,32,ai,Many children like ice cream,18.51355,MC,MC,kids,0.98,block2
C,51064,high_prior,5,33,ai,Grace loves her sister,18.51355,discover,discover,grace,0.17,block2
C,20432,high_prior,5,34,ai,Jayden's car is in the shop,18.51355,suggest,suggest,jayden,0.52,block2
C,26021,high_prior,5,35,ai,Julian is Cuban,18.51355,say,say,julian,0.62,block2
MC,12524,,5,36,ai,Hats are worn on the head,18.51355,MC,MC,hat,0.99,block2
MC,6618,,5,37,ai,Ballet is a type of dance,18.51355,MC,MC,ballet,0.99,block2
C,13310,low_prior,5,38,ai,Mia is a nun,18.51355,be_right,be_right,mia,0.6,block2
MC,10266,,5,39,ai,Garages are used to store cars and other things,18.51355,MC,MC,garage,0.98,block2
C,12498,low_prior,5,40,ai,Danny is a diabetic,18.51355,be_annoyed,be_annoyed,danny,0.05,block2
C,14101,high_prior,5,41,ai,Tony really likes to party with his friends,18.51355,admit,admit,tony,0.5,block2
C,9702,low_prior,5,42,ai,Frank is allergic to cats,18.51355,reveal,reveal,frank,0.53,block2
C,11367,high_prior,5,43,ai,Emma is in law school,18.51355,confirm,confirm,emma,0.48,block2
MC,6585,,5,44,ai,Muffins are sold at the bakery,18.51355,MC,MC,muffins,0.99,block2
C,8619,low_prior,5,45,ai,Emily never has any money,18.51355,acknowledge,acknowledge,emily,0.66,block2
C,8151,low_prior,5,46,ai,Isabella is a vegetarian,18.51355,demonstrate,demonstrate,isabella,0.62,block2
C,11549,high_prior,5,47,ai,Mary is taking a prenatal yoga class,18.51355,inform,inform,mary,0.49,block2
C,10530,high_prior,5,48,ai,Jackson is training for a marathon,18.51355,think,think,jackson,0.17,block2
C,14749,low_prior,5,49,ai,Jon lives 10 miles away from work,18.51355,hear,hear,jon,0.27,block2
C,13730,high_prior,5,50,ai,Josh is a 5-year old boy,18.51355,pretend,pretend,josh,0.32,block2
C,19708,low_prior,5,51,ai,Owen lives in New Orleans,18.51355,see,see,owen,0.11,block2
C,9296,high_prior,5,52,ai,Sophia is a hipster,18.51355,prove,prove,sophia,0.56,block2
C,8703,high_prior,5,53,ai,Olivia works the third shift,18.51355,know,know,olivia,0.37,block2
C,12302,low_prior,5,54,ai,Charley lives in Korea,18.51355,announce,announce,charley,0.39,block2
C,12707,low_prior,5,55,ai,Josie doesn't have a passport,18.51355,establish,establish,josie,0.6,block2
C,23852,low_prior,5,56,ai,Zoe is 5 years old,18.51355,confess,confess,zoe,0.44,block2
MC,8131,,5,57,ai,Pizza is sold at the pizzeria,18.51355,MC,MC,pizza,0.99,block2
C,18969,high_prior,6,5,ai,Sophia is a hipster,7.745383333333334,prove,prove,sophia,0.72,block1
MC,6661,,6,6,ai,Ballet is a type of dance,7.745383333333334,MC,MC,ballet,0.99,block1
C,9150,low_prior,6,7,ai,Tony has been sober for 20 years,7.745383333333334,acknowledge,acknowledge,tony,0.77,block1
MC,7681,,6,8,ai,Pizza is sold at the pizzeria,7.745383333333334,MC,MC,pizza,1,block1
C,5936,high_prior,6,9,ai,Jackson is training for a marathon,7.745383333333334,announce,announce,jackson,0.76,block1
C,10604,high_prior,6,10,ai,Zoe is a math major,7.745383333333334,inform,inform,zoe,0.22,block1
C,8760,high_prior,6,11,ai,Grace loves her sister,7.745383333333334,pretend,pretend,grace,0.29,block1
C,6820,low_prior,6,12,ai,Charley lives in Korea,7.745383333333334,hear,hear,charley,0.8,block1
C,13757,low_prior,6,13,ai,Owen lives in New Orleans,7.745383333333334,be_annoyed,be_annoyed,owen,0.15,block1
C,7132,low_prior,6,14,ai,Josh is a 75-year old man,7.745383333333334,confirm,confirm,josh,0.83,block1
MC,5895,,6,15,ai,Hats are worn on the head,7.745383333333334,MC,MC,hat,1,block1
C,7957,low_prior,6,16,ai,Olivia has two small children,7.745383333333334,establish,establish,olivia,0.85,block1
MC,5026,,6,17,ai,Garages are used to store cars and other things,7.745383333333334,MC,MC,garage,1,block1
C,7363,high_prior,6,18,ai,Emma is in law school,7.745383333333334,admit,admit,emma,0.77,block1
C,9706,low_prior,6,19,ai,Mia is a nun,7.745383333333334,reveal,reveal,mia,0.92,block1
C,12724,high_prior,6,20,ai,Emily has been saving for a year,7.745383333333334,know,know,emily,0,block1
C,8388,high_prior,6,21,ai,Danny loves cake,7.745383333333334,say,say,danny,0.91,block1
C,6954,low_prior,6,22,ai,Josie doesn't have a passport,7.745383333333334,be_right,be_right,josie,0.99,block1
MC,5668,,6,23,ai,Many children like ice cream,7.745383333333334,MC,MC,kids,1,block1
C,10610,low_prior,6,24,ai,Frank is allergic to cats,7.745383333333334,suggest,suggest,frank,0.91,block1
MC,3564,,6,25,ai,Muffins are sold at the bakery,7.745383333333334,MC,MC,muffins,1,block1
C,12412,low_prior,6,26,ai,Jon lives 10 miles away from work,7.745383333333334,discover,discover,jon,0.73,block1
C,11869,high_prior,6,27,ai,Mary is taking a prenatal yoga class,7.745383333333334,confess,confess,mary,0,block1
C,6772,high_prior,6,28,ai,Jayden's car is in the shop,7.745383333333334,see,see,jayden,0.21,block1
C,6596,high_prior,6,29,ai,Isabella is from Argentina,7.745383333333334,demonstrate,demonstrate,isabella,0.65,block1
C,12565,low_prior,6,30,ai,Julian is German,7.745383333333334,think,think,julian,0.56,block1
C,14359,low_prior,6,32,projective,Josie doesn't have a passport,7.745383333333334,be_right,be_right,josie,0,block2
C,7939,high_prior,6,33,projective,Danny loves cake,7.745383333333334,say,say,danny,0,block2
MC,5411,,6,34,projective,Garages are used to store cars and other things,7.745383333333334,MC,MC,garage,0,block2
C,6483,low_prior,6,35,projective,Mia is a nun,7.745383333333334,reveal,reveal,mia,0.16,block2
C,7776,low_prior,6,36,projective,Jon lives 10 miles away from work,7.745383333333334,discover,discover,jon,0.43,block2
C,6535,high_prior,6,37,projective,Sophia is a hipster,7.745383333333334,prove,prove,sophia,0.37,block2
C,6717,low_prior,6,38,projective,Frank is allergic to cats,7.745383333333334,suggest,suggest,frank,0,block2
C,8351,high_prior,6,39,projective,Emma is in law school,7.745383333333334,admit,admit,emma,0.4,block2
C,5948,low_prior,6,40,projective,Josh is a 75-year old man,7.745383333333334,confirm,confirm,josh,0,block2
C,9077,low_prior,6,41,projective,Julian is German,7.745383333333334,think,think,julian,0.11,block2
C,6386,high_prior,6,42,projective,Grace loves her sister,7.745383333333334,pretend,pretend,grace,0,block2
C,6947,low_prior,6,43,projective,Olivia has two small children,7.745383333333334,establish,establish,olivia,0.11,block2
C,10066,high_prior,6,44,projective,Emily has been saving for a year,7.745383333333334,know,know,emily,0.9,block2
C,5647,low_prior,6,45,projective,Charley lives in Korea,7.745383333333334,hear,hear,charley,0.06,block2
MC,5413,,6,46,projective,Many children like ice cream,7.745383333333334,MC,MC,kids,0,block2
C,11730,high_prior,6,47,projective,Isabella is from Argentina,7.745383333333334,demonstrate,demonstrate,isabella,0.25,block2
MC,4072,,6,48,projective,Ballet is a type of dance,7.745383333333334,MC,MC,ballet,0,block2
C,10246,high_prior,6,49,projective,Mary is taking a prenatal yoga class,7.745383333333334,confess,confess,mary,1,block2
C,6088,high_prior,6,50,projective,Jayden's car is in the shop,7.745383333333334,see,see,jayden,0.92,block2
C,6219,low_prior,6,51,projective,Tony has been sober for 20 years,7.745383333333334,acknowledge,acknowledge,tony,0,block2
C,8158,low_prior,6,52,projective,Owen lives in New Orleans,7.745383333333334,be_annoyed,be_annoyed,owen,0.73,block2
MC,4734,,6,53,projective,Hats are worn on the head,7.745383333333334,MC,MC,hat,0,block2
C,8508,high_prior,6,54,projective,Zoe is a math major,7.745383333333334,inform,inform,zoe,0.95,block2
MC,4165,,6,55,projective,Muffins are sold at the bakery,7.745383333333334,MC,MC,muffins,0,block2
MC,5027,,6,56,projective,Pizza is sold at the pizzeria,7.745383333333334,MC,MC,pizza,0,block2
C,7170,high_prior,6,57,projective,Jackson is training for a marathon,7.745383333333334,announce,announce,jackson,0.44,block2
MC,15621,,7,5,ai,Many children like ice cream,21.7604,MC,MC,kids,0.98,block1
MC,13430,,7,6,ai,Ballet is a type of dance,21.7604,MC,MC,ballet,0.99,block1
C,18031,low_prior,7,7,ai,Isabella is a vegetarian,21.7604,say,say,isabella,0.71,block1
C,17366,high_prior,7,8,ai,Julian is Cuban,21.7604,know,know,julian,0,block1
C,15559,high_prior,7,9,ai,Grace loves her sister,21.7604,demonstrate,demonstrate,grace,0,block1
C,28974,low_prior,7,10,ai,Jayden doesn't have a driver's license,21.7604,admit,admit,jayden,0.02,block1
C,52948,low_prior,7,11,ai,Mia is a nun,21.7604,confirm,confirm,mia,0.32,block1
C,8520,high_prior,7,12,ai,Zoe is a math major,21.7604,be_annoyed,be_annoyed,zoe,0.02,block1
C,8031,low_prior,7,13,ai,Danny is a diabetic,21.7604,pretend,pretend,danny,0.02,block1
C,20014,low_prior,7,14,ai,Sophia is a high end fashion model,21.7604,discover,discover,sophia,0,block1
C,18918,low_prior,7,15,ai,Emily never has any money,21.7604,be_right,be_right,emily,1,block1
C,17199,high_prior,7,16,ai,Charley lives in Mexico,21.7604,suggest,suggest,charley,0.87,block1
C,16247,low_prior,7,17,ai,Olivia has two small children,21.7604,acknowledge,acknowledge,olivia,0,block1
C,162662,low_prior,7,18,ai,Mary is a middle school student,21.7604,inform,inform,mary,0.16,block1
MC,128399,,7,19,ai,Pizza is sold at the pizzeria,21.7604,MC,MC,pizza,0.99,block1
C,16663,high_prior,7,20,ai,Jon lives 2 blocks away from work,21.7604,announce,announce,jon,0.76,block1
C,12511,high_prior,7,21,ai,Josie loves France,21.7604,reveal,reveal,josie,0.3,block1
C,12910,low_prior,7,22,ai,Emma is in first grade,21.7604,establish,establish,emma,1,block1
C,38077,high_prior,7,23,ai,Tony really likes to party with his friends,21.7604,hear,hear,tony,0.53,block1
MC,11912,,7,24,ai,Muffins are sold at the bakery,21.7604,MC,MC,muffins,0.99,block1
MC,9576,,7,25,ai,Garages are used to store cars and other things,21.7604,MC,MC,garage,1,block1
MC,6424,,7,26,ai,Hats are worn on the head,21.7604,MC,MC,hat,1,block1
C,13078,high_prior,7,27,ai,Jackson is training for a marathon,21.7604,think,think,jackson,0.11,block1
C,12415,high_prior,7,28,ai,Frank has always wanted a pet,21.7604,prove,prove,frank,0.67,block1
C,8719,high_prior,7,29,ai,Josh is a 5-year old boy,21.7604,see,see,josh,0,block1
C,24879,low_prior,7,30,ai,Owen lives in New Orleans,21.7604,confess,confess,owen,0.2,block1
MC,7061,,7,32,projective,Hats are worn on the head,21.7604,MC,MC,hat,0,block2
MC,4798,,7,33,projective,Garages are used to store cars and other things,21.7604,MC,MC,garage,0,block2
MC,4567,,7,34,projective,Many children like ice cream,21.7604,MC,MC,kids,0,block2
MC,4136,,7,35,projective,Muffins are sold at the bakery,21.7604,MC,MC,muffins,0,block2
C,9302,high_prior,7,36,projective,Jon lives 2 blocks away from work,21.7604,announce,announce,jon,0.22,block2
C,6567,low_prior,7,37,projective,Danny is a diabetic,21.7604,pretend,pretend,danny,0.01,block2
C,8295,low_prior,7,38,projective,Mia is a nun,21.7604,confirm,confirm,mia,0.26,block2
C,7287,high_prior,7,39,projective,Tony really likes to party with his friends,21.7604,hear,hear,tony,0.97,block2
C,57580,low_prior,7,40,projective,Sophia is a high end fashion model,21.7604,discover,discover,sophia,0.99,block2
C,7672,high_prior,7,41,projective,Frank has always wanted a pet,21.7604,prove,prove,frank,0.36,block2
C,23374,low_prior,7,42,projective,Olivia has two small children,21.7604,acknowledge,acknowledge,olivia,0.89,block2
C,84323,high_prior,7,43,projective,Charley lives in Mexico,21.7604,suggest,suggest,charley,0.3,block2
MC,32814,,7,44,projective,Pizza is sold at the pizzeria,21.7604,MC,MC,pizza,0.01,block2
C,27638,high_prior,7,45,projective,Josh is a 5-year old boy,21.7604,see,see,josh,0.99,block2
C,7391,low_prior,7,46,projective,Emma is in first grade,21.7604,establish,establish,emma,0.02,block2
C,7671,low_prior,7,47,projective,Mary is a middle school student,21.7604,inform,inform,mary,0.97,block2
C,6063,high_prior,7,48,projective,Josie loves France,21.7604,reveal,reveal,josie,0.99,block2
C,6336,low_prior,7,49,projective,Emily never has any money,21.7604,be_right,be_right,emily,0.02,block2
C,37630,high_prior,7,50,projective,Grace loves her sister,21.7604,demonstrate,demonstrate,grace,0.22,block2
C,8639,low_prior,7,51,projective,Isabella is a vegetarian,21.7604,say,say,isabella,0.09,block2
C,5247,low_prior,7,52,projective,Owen lives in New Orleans,21.7604,confess,confess,owen,0.89,block2
C,7120,high_prior,7,53,projective,Zoe is a math major,21.7604,be_annoyed,be_annoyed,zoe,0.85,block2
C,31077,high_prior,7,54,projective,Jackson is training for a marathon,21.7604,think,think,jackson,0.11,block2
C,75074,high_prior,7,55,projective,Julian is Cuban,21.7604,know,know,julian,1,block2
MC,5071,,7,56,projective,Ballet is a type of dance,21.7604,MC,MC,ballet,0,block2
C,16168,low_prior,7,57,projective,Jayden doesn't have a driver's license,21.7604,admit,admit,jayden,0.9,block2
C,18273,low_prior,8,5,ai,Emily never has any money,7.8686,be_right,be_right,emily,0.91,block1
C,11223,low_prior,8,6,ai,Grace hates her sister,7.8686,announce,announce,grace,0.96,block1
C,9923,high_prior,8,7,ai,Emma is in law school,7.8686,prove,prove,emma,0.18,block1
C,7401,high_prior,8,8,ai,Isabella is from Argentina,7.8686,say,say,isabella,0.96,block1
MC,9616,,8,9,ai,Many children like ice cream,7.8686,MC,MC,kids,0.98,block1
C,7147,high_prior,8,10,ai,Julian is Cuban,7.8686,suggest,suggest,julian,1,block1
MC,6355,,8,11,ai,Muffins are sold at the bakery,7.8686,MC,MC,muffins,0.98,block1
C,7205,low_prior,8,12,ai,Olivia has two small children,7.8686,acknowledge,acknowledge,olivia,0.98,block1
C,8180,high_prior,8,13,ai,Mary is taking a prenatal yoga class,7.8686,demonstrate,demonstrate,mary,0.54,block1
C,5231,high_prior,8,14,ai,Jayden's car is in the shop,7.8686,think,think,jayden,0.99,block1
C,14082,low_prior,8,15,ai,Tony has been sober for 20 years,7.8686,be_annoyed,be_annoyed,tony,0.04,block1
MC,6854,,8,16,ai,Ballet is a type of dance,7.8686,MC,MC,ballet,0.96,block1
C,6754,low_prior,8,17,ai,Owen lives in New Orleans,7.8686,establish,establish,owen,0.95,block1
C,8191,low_prior,8,18,ai,Sophia is a high end fashion model,7.8686,know,know,sophia,0.03,block1
C,10682,high_prior,8,19,ai,Jon lives 2 blocks away from work,7.8686,inform,inform,jon,0.01,block1
C,8509,low_prior,8,20,ai,Frank is allergic to cats,7.8686,pretend,pretend,frank,0.05,block1
C,10344,high_prior,8,21,ai,Josh is a 5-year old boy,7.8686,hear,hear,josh,0.02,block1
MC,5244,,8,22,ai,Hats are worn on the head,7.8686,MC,MC,hat,0.98,block1
C,8556,low_prior,8,23,ai,Zoe is 5 years old,7.8686,confess,confess,zoe,0.04,block1
MC,4481,,8,24,ai,Garages are used to store cars and other things,7.8686,MC,MC,garage,0.97,block1
C,7636,low_prior,8,25,ai,Charley lives in Korea,7.8686,admit,admit,charley,0.05,block1
C,6081,high_prior,8,26,ai,Jackson is training for a marathon,7.8686,see,see,jackson,0.02,block1
C,4428,high_prior,8,27,ai,Danny loves cake,7.8686,discover,discover,danny,0.03,block1
C,7146,low_prior,8,28,ai,Mia is a nun,7.8686,confirm,confirm,mia,0.03,block1
C,6108,high_prior,8,29,ai,Josie loves France,7.8686,reveal,reveal,josie,0.02,block1
MC,4328,,8,30,ai,Pizza is sold at the pizzeria,7.8686,MC,MC,pizza,0.97,block1
MC,11597,,8,32,projective,Garages are used to store cars and other things,7.8686,MC,MC,garage,0,block2
C,9982,high_prior,8,33,projective,Danny loves cake,7.8686,discover,discover,danny,0.98,block2
MC,6197,,8,34,projective,Muffins are sold at the bakery,7.8686,MC,MC,muffins,0.07,block2
C,8722,high_prior,8,35,projective,Josie loves France,7.8686,reveal,reveal,josie,0.08,block2
C,7099,low_prior,8,36,projective,Tony has been sober for 20 years,7.8686,be_annoyed,be_annoyed,tony,0.98,block2
